,Training Times Before Weight Copy = 50,Training Times Before Weight Copy = 100,Training Times Before Weight Copy = 1000,Training Times Before Weight Copy = 10000
329,-325.9799245391114,-139.97795597403305,-438.868866606869,-341.294156415313
330,-110.1310225524264,-135.38961493821597,-227.68080779806593,-259.726268702663
331,-70.87976292989761,-55.487157278114694,-229.78254785808872,-315.7702302621626
332,-85.43238409724563,-142.70696421416886,-405.1875695957409,-169.04571544448493
333,-97.45198851191627,-123.74881195993805,-85.98842980689706,1.213684052047455
334,-116.85623257955757,-100.32551682015821,-233.465195918262,-331.09365196225724
335,-121.67766700394245,-116.96394205459818,-158.02781546738478,-590.146814949046
336,-171.5140235907731,-119.5250616621444,-192.83558058986122,-254.24284752166926
337,-240.82728215954194,-113.09425717755627,-230.9667948656395,-265.51755908308667
338,-100.80485388390652,-100.83148763795377,-202.2074632917383,-225.43230227840183
339,-170.60102510303602,-62.9103600103535,-220.9638513966465,-260.44398222408296
340,-152.22411478532337,-100.20677955478261,-93.2143728574615,-211.90369673803747
341,-147.05208966469303,-125.63210483445934,-39.82388549812856,-405.38029623890037
342,-327.854970004989,-62.016027221442144,-213.20503220956405,-216.83685699824073
343,-99.91281295767769,-459.3322981378602,-282.29437880027507,-311.34196304371414
344,-159.41244844458794,-189.50405056541652,-150.3216663234524,-261.2050353887769
345,-214.19286625210128,-130.67015404227595,-266.2641032409632,-340.3654455276828
346,-108.2327337883257,-90.60378566360635,-257.5710931271158,-8.675530867942669
347,-122.94397661414797,-114.93435057496741,-445.37282934260827,-24.618148287824354
348,-178.42832864599706,-106.0013054493774,-41.536312012409496,-302.36078392730724
349,-58.933696893097334,-183.9765334536536,-185.81332390137817,-14.479966416937756
350,-181.22411191225834,-108.04005104822427,-75.69631834726323,-44.9376791237129
351,-84.86305044554415,-101.99508677048085,-171.30286665186918,-183.3220914971822
352,-251.0383373198273,-105.15530102669646,-152.72409332172418,-378.07131817439057
353,-172.37420090170377,-154.61770191908175,-161.186431090896,-285.54956326816034
354,-114.22127778841036,-130.37475938699004,-39.56634509875928,-469.97629290543045
355,-68.0208599614802,-390.0328984906733,-266.8292145881721,-202.37835549718477
356,-262.663113595185,-83.49298245805414,-190.8908034811309,-259.6273641286173
